"id","parent_id","name","data"
"2913","2908","Nets, Gaffs & Pump Accessories","{""id"":""2913"",""ordinal"":""5"",""name"":""Nets, Gaffs & Pump Accessories"",""display_name"":""Nets, Gaffs & Pump Accessories"",""created_at"":""2017-03-22 15:00:56"",""updated_at"":""2023-06-07 15:38:59"",""code"":""sports & outdoors > fishing > nets, gaffs & pumps > nets, gaffs & pump accessories"",""parent_id"":""2908"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > fishing > nets, gaffs & pumps"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""2877"",""level3"":""2908"",""level4"":""2913"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"3218","","Toys, Kids & Baby","{""id"":""3218"",""ordinal"":""12"",""name"":""Toys, Kids & Baby"",""display_name"":""Toys, Kids & Baby"",""created_at"":""2017-03-22 15:00:58"",""updated_at"":""2023-06-07 15:39:00"",""code"":""toys, kids & baby"",""parent_id"":"""",""logistic_class_code"":"""",""parent_code"":"""",""level"":""1"",""leaf"":""false"",""expected_variant_count"":"""",""level1"":""3218"",""level2"":"""",""level3"":"""",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"3269","3219","Baby Toys","{""id"":""3269"",""ordinal"":""3"",""name"":""Baby Toys"",""display_name"":""Baby Toys"",""created_at"":""2017-03-22 15:00:59"",""updated_at"":""2023-06-07 15:39:00"",""code"":""toys, kids & baby > baby > baby toys"",""parent_id"":""3219"",""logistic_class_code"":"""",""parent_code"":""toys, kids & baby > baby"",""level"":""3"",""leaf"":""false"",""expected_variant_count"":"""",""level1"":""3218"",""level2"":""3219"",""level3"":""3269"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"3320","3318","Double Prams","{""id"":""3320"",""ordinal"":""2"",""name"":""Double Prams"",""display_name"":""Double Prams"",""created_at"":""2017-03-22 15:00:59"",""updated_at"":""2023-06-07 15:39:00"",""code"":""toys, kids & baby > baby > baby transport/travel > strollers > double prams"",""parent_id"":""3318"",""logistic_class_code"":""SLW"",""parent_code"":""toys, kids & baby > baby > baby transport/travel > strollers"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""3218"",""level2"":""3219"",""level3"":""3297"",""level4"":""3318"",""level5"":""3320"",""level6"":"""",""level7"":"""",""level8"":""""}"
"3368","3365","Bottle Warmers & Sterilisers","{""id"":""3368"",""ordinal"":""3"",""name"":""Bottle Warmers & Sterilisers"",""display_name"":""Bottle Warmers & Sterilisers"",""created_at"":""2017-03-22 15:00:59"",""updated_at"":""2023-06-07 15:39:00"",""code"":""toys, kids & baby > baby > feeding > bottles & teats > bottle warmers & sterilisers"",""parent_id"":""3365"",""logistic_class_code"":""SLW"",""parent_code"":""toys, kids & baby > baby > feeding > bottles & teats"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""3218"",""level2"":""3219"",""level3"":""3363"",""level4"":""3365"",""level5"":""3368"",""level6"":"""",""level7"":"""",""level8"":""""}"
"3426","3423","Bobblehead Figures","{""id"":""3426"",""ordinal"":""3"",""name"":""Bobblehead Figures"",""display_name"":""Bobblehead Figures"",""created_at"":""2017-03-22 15:01:00"",""updated_at"":""2023-06-07 15:39:00"",""code"":""toys, kids & baby > toys > figures & playsets > bobblehead figures"",""parent_id"":""3423"",""logistic_class_code"":"""",""parent_code"":""toys, kids & baby > toys > figures & playsets"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""3218"",""level2"":""3404"",""level3"":""3423"",""level4"":""3426"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"3429","3404","Games","{""id"":""3429"",""ordinal"":""6"",""name"":""Games"",""display_name"":""Toys Games"",""created_at"":""2017-03-22 15:01:00"",""updated_at"":""2023-06-07 15:39:00"",""code"":""toys, kids & baby > toys > games"",""parent_id"":""3404"",""logistic_class_code"":"""",""parent_code"":""toys, kids & baby > toys"",""level"":""3"",""leaf"":""false"",""expected_variant_count"":"""",""level1"":""3218"",""level2"":""3404"",""level3"":""3429"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"3662","1106","Helles","{""id"":""3662"",""ordinal"":""7"",""name"":""Helles"",""display_name"":""Helles"",""created_at"":""2017-10-05 18:27:18"",""updated_at"":""2023-06-07 15:39:00"",""code"":""groceries & liquor > alcoholic beverages > beers > helles"",""parent_id"":""1106"",""logistic_class_code"":""SLW"",""parent_code"":""groceries & liquor > alcoholic beverages > beers"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1104"",""level2"":""1105"",""level3"":""1106"",""level4"":""3662"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"3707","3703","Vermouth","{""id"":""3707"",""ordinal"":""4"",""name"":""Vermouth"",""display_name"":""Vermouth"",""created_at"":""2017-10-05 20:57:48"",""updated_at"":""2023-06-07 15:39:00"",""code"":""groceries & liquor > alcoholic beverages > wines > fortified wines > vermouth"",""parent_id"":""3703"",""logistic_class_code"":""SLW"",""parent_code"":""groceries & liquor > alcoholic beverages > wines > fortified wines"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1104"",""level2"":""1105"",""level3"":""1112"",""level4"":""3703"",""level5"":""3707"",""level6"":"""",""level7"":"""",""level8"":""""}"
"3728","3711","Japanese","{""id"":""3728"",""ordinal"":""6"",""name"":""Japanese"",""display_name"":""Japanese"",""created_at"":""2017-10-05 21:31:10"",""updated_at"":""2023-06-07 15:39:00"",""code"":""groceries & liquor > alcoholic beverages > whiskey > japanese"",""parent_id"":""3711"",""logistic_class_code"":""SLW"",""parent_code"":""groceries & liquor > alcoholic beverages > whiskey"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1104"",""level2"":""1105"",""level3"":""3711"",""level4"":""3728"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"4495","4494","Trailers","{""id"":""4495"",""ordinal"":""1"",""name"":""Trailers"",""display_name"":""Watercraft Parts & Accessories Trailers"",""created_at"":""2019-05-07 16:00:53"",""updated_at"":""2023-06-07 15:39:01"",""code"":""garden, tools & hardware > watercraft parts & accessories > trailers"",""parent_id"":""4494"",""logistic_class_code"":""SLW"",""parent_code"":""garden, tools & hardware > watercraft parts & accessories"",""level"":""3"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""751"",""level2"":""4494"",""level3"":""4495"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"4572","4568","Skinsuits","{""id"":""4572"",""ordinal"":""4"",""name"":""Skinsuits"",""display_name"":"""",""created_at"":""2019-05-23 14:05:47"",""updated_at"":""2023-06-07 15:39:01"",""code"":""sports & outdoors > apparel > mens > cycling > skinsuits"",""parent_id"":""4568"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > mens > cycling"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""3770"",""level4"":""4568"",""level5"":""4572"",""level6"":"""",""level7"":"""",""level8"":""""}"
"4697","4692","Tongue Depressors","{""id"":""4697"",""ordinal"":""5"",""name"":""Tongue Depressors"",""display_name"":""Tongue Depressors"",""created_at"":""2019-05-23 15:41:27"",""updated_at"":""2023-06-07 15:39:01"",""code"":""business & industrial > medical > medical supplies > tongue depressors"",""parent_id"":""4692"",""logistic_class_code"":""SLW"",""parent_code"":""business & industrial > medical > medical supplies"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""4552"",""level2"":""4621"",""level3"":""4692"",""level4"":""4697"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"4707","4705","Tattooing Inks","{""id"":""4707"",""ordinal"":""2"",""name"":""Tattooing Inks"",""display_name"":""Tattooing Inks"",""created_at"":""2019-05-23 15:49:15"",""updated_at"":""2023-06-07 15:39:01"",""code"":""business & industrial > piercing & tattooing > tattooing supplies > tattooing inks"",""parent_id"":""4705"",""logistic_class_code"":""SLW"",""parent_code"":""business & industrial > piercing & tattooing > tattooing supplies"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""4552"",""level2"":""4622"",""level3"":""4705"",""level4"":""4707"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"4827","4822","Violas","{""id"":""4827"",""ordinal"":""5"",""name"":""Violas"",""display_name"":""Violas"",""created_at"":""2019-05-24 09:58:16"",""updated_at"":""2023-06-07 15:39:02"",""code"":""home office & media > musical instruments & accessories > string instruments > violas"",""parent_id"":""4822"",""logistic_class_code"":""SLW"",""parent_code"":""home office & media > musical instruments & accessories > string instruments"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1980"",""level2"":""2169"",""level3"":""4822"",""level4"":""4827"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"4854","769","Vehicle Ignition","{""id"":""4854"",""ordinal"":""27"",""name"":""Vehicle Ignition"",""display_name"":""Vehicle Ignition"",""created_at"":""2019-06-24 15:22:29"",""updated_at"":""2023-06-07 15:39:02"",""code"":""garden, tools & hardware > automotive parts & accessories > parts & servicing > vehicle ignition"",""parent_id"":""769"",""logistic_class_code"":""SLW"",""parent_code"":""garden, tools & hardware > automotive parts & accessories > parts & servicing"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""751"",""level2"":""752"",""level3"":""769"",""level4"":""4854"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"48","45","Pyjama Sets","{""id"":""48"",""ordinal"":""3"",""name"":""Pyjama Sets"",""display_name"":"""",""created_at"":""2017-03-22 15:00:39"",""updated_at"":""2023-06-07 15:38:55"",""code"":""apparel & footwear > boys > sleepwear & robes > pyjama sets"",""parent_id"":""45"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > boys > sleepwear & robes"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":""9"",""level1"":""1"",""level2"":""2"",""level3"":""45"",""level4"":""48"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"293","288","Short Shapewear","{""id"":""293"",""ordinal"":""5"",""name"":""Short Shapewear"",""display_name"":"""",""created_at"":""2017-03-22 15:00:40"",""updated_at"":""2023-06-07 15:38:56"",""code"":""apparel & footwear > women's > underwear > shapewear > short shapewear"",""parent_id"":""288"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > women's > underwear > shapewear"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1"",""level2"":""215"",""level3"":""279"",""level4"":""288"",""level5"":""293"",""level6"":"""",""level7"":"""",""level8"":""""}"
"348","347","Electric Hot Water Systems","{""id"":""348"",""ordinal"":""1"",""name"":""Electric Hot Water Systems"",""display_name"":""Electric Hot Water Systems"",""created_at"":""2017-03-22 15:00:40"",""updated_at"":""2023-06-07 15:38:56"",""code"":""electronics & appliances > appliances > heating & cooling > hot water systems > electric hot water systems"",""parent_id"":""347"",""logistic_class_code"":""SLW"",""parent_code"":""electronics & appliances > appliances > heating & cooling > hot water systems"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""317"",""level2"":""318"",""level3"":""319"",""level4"":""347"",""level5"":""348"",""level6"":"""",""level7"":"""",""level8"":""""}"
"354","353","Cooktops","{""id"":""354"",""ordinal"":""1"",""name"":""Cooktops"",""display_name"":""Cooktops"",""created_at"":""2017-03-22 15:00:40"",""updated_at"":""2023-06-07 15:38:56"",""code"":""electronics & appliances > appliances > large appliances > cooktops"",""parent_id"":""353"",""logistic_class_code"":"""",""parent_code"":""electronics & appliances > appliances > large appliances"",""level"":""4"",""leaf"":""false"",""expected_variant_count"":"""",""level1"":""317"",""level2"":""318"",""level3"":""353"",""level4"":""354"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"433","430","Drink Makers","{""id"":""433"",""ordinal"":""3"",""name"":""Drink Makers"",""display_name"":""Drink Makers"",""created_at"":""2017-03-22 15:00:41"",""updated_at"":""2023-06-07 15:38:56"",""code"":""electronics & appliances > appliances > small kitchen appliances > coffee machines & beverages > drink makers"",""parent_id"":""430"",""logistic_class_code"":""SLW"",""parent_code"":""electronics & appliances > appliances > small kitchen appliances > coffee machines & beverages"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""317"",""level2"":""318"",""level3"":""419"",""level4"":""430"",""level5"":""433"",""level6"":"""",""level7"":"""",""level8"":""""}"
"530","528","Equalisers","{""id"":""530"",""ordinal"":""2"",""name"":""Equalisers"",""display_name"":""Equalisers"",""created_at"":""2017-03-22 15:00:42"",""updated_at"":""2023-06-07 15:38:56"",""code"":""electronics & appliances > car & vehicle electronics > car audio > equalisers"",""parent_id"":""528"",""logistic_class_code"":""SLW"",""parent_code"":""electronics & appliances > car & vehicle electronics > car audio"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""317"",""level2"":""527"",""level3"":""528"",""level4"":""530"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"574","573","Blank CDs, DVDs & Blu-Ray","{""id"":""574"",""ordinal"":""1"",""name"":""Blank CDs, DVDs & Blu-Ray"",""display_name"":""Blank CDs, DVDs & Blu-Ray"",""created_at"":""2017-03-22 15:00:42"",""updated_at"":""2023-06-07 15:38:57"",""code"":""electronics & appliances > computers > data storage > blank cds, dvds & blu-ray"",""parent_id"":""573"",""logistic_class_code"":"""",""parent_code"":""electronics & appliances > computers > data storage"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""317"",""level2"":""556"",""level3"":""573"",""level4"":""574"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"806","795","Seeds & Propagation","{""id"":""806"",""ordinal"":""11"",""name"":""Seeds & Propagation"",""display_name"":""Seeds & Propagation"",""created_at"":""2017-03-22 15:00:43"",""updated_at"":""2023-06-07 15:38:57"",""code"":""garden, tools & hardware > gardening & lawn care > seeds & propagation"",""parent_id"":""795"",""logistic_class_code"":"""",""parent_code"":""garden, tools & hardware > gardening & lawn care"",""level"":""3"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""751"",""level2"":""795"",""level3"":""806"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"814","808","Hose Timers","{""id"":""814"",""ordinal"":""6"",""name"":""Hose Timers"",""display_name"":""Hose Timers"",""created_at"":""2017-03-22 15:00:43"",""updated_at"":""2023-06-07 15:38:57"",""code"":""garden, tools & hardware > gardening & lawn care > watering equipment > hose timers"",""parent_id"":""808"",""logistic_class_code"":""SLW"",""parent_code"":""garden, tools & hardware > gardening & lawn care > watering equipment"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""751"",""level2"":""795"",""level3"":""808"",""level4"":""814"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"872","856","Screen Door Hardware","{""id"":""872"",""ordinal"":""16"",""name"":""Screen Door Hardware"",""display_name"":""Screen Door Hardware"",""created_at"":""2017-03-22 15:00:44"",""updated_at"":""2023-06-07 15:38:57"",""code"":""garden, tools & hardware > hardware > door hardware & locks > screen door hardware"",""parent_id"":""856"",""logistic_class_code"":""SLW"",""parent_code"":""garden, tools & hardware > hardware > door hardware & locks"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""751"",""level2"":""834"",""level3"":""856"",""level4"":""872"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"886","882","Over Door Hooks","{""id"":""886"",""ordinal"":""4"",""name"":""Over Door Hooks"",""display_name"":""Over Door Hooks"",""created_at"":""2017-03-22 15:00:44"",""updated_at"":""2023-06-07 15:38:57"",""code"":""garden, tools & hardware > hardware > hooks > over door hooks"",""parent_id"":""882"",""logistic_class_code"":""SLW"",""parent_code"":""garden, tools & hardware > hardware > hooks"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""751"",""level2"":""834"",""level3"":""882"",""level4"":""886"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"965","961","Gates","{""id"":""965"",""ordinal"":""4"",""name"":""Gates"",""display_name"":""Gates"",""created_at"":""2017-03-22 15:00:44"",""updated_at"":""2023-06-07 15:38:57"",""code"":""garden, tools & hardware > outdoor structures > gates"",""parent_id"":""961"",""logistic_class_code"":"""",""parent_code"":""garden, tools & hardware > outdoor structures"",""level"":""3"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""751"",""level2"":""961"",""level3"":""965"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"979","751","Safety & Security","{""id"":""979"",""ordinal"":""11"",""name"":""Safety & Security"",""display_name"":""Safety & Security"",""created_at"":""2017-03-22 15:00:44"",""updated_at"":""2023-06-07 15:38:57"",""code"":""garden, tools & hardware > safety & security"",""parent_id"":""751"",""logistic_class_code"":"""",""parent_code"":""garden, tools & hardware"",""level"":""2"",""leaf"":""false"",""expected_variant_count"":"""",""level1"":""751"",""level2"":""979"",""level3"":"""",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"984","979","Smoke Detectors & Fire Alarms","{""id"":""984"",""ordinal"":""5"",""name"":""Smoke Detectors & Fire Alarms"",""display_name"":""Smoke Detectors & Fire Alarms"",""created_at"":""2017-03-22 15:00:44"",""updated_at"":""2023-06-07 15:38:57"",""code"":""garden, tools & hardware > safety & security > smoke detectors & fire alarms"",""parent_id"":""979"",""logistic_class_code"":""SLW"",""parent_code"":""garden, tools & hardware > safety & security"",""level"":""3"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""751"",""level2"":""979"",""level3"":""984"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"1044","1029","Industrial Tweezers","{""id"":""1044"",""ordinal"":""15"",""name"":""Industrial Tweezers"",""display_name"":""Industrial Tweezers"",""created_at"":""2017-03-22 15:00:45"",""updated_at"":""2023-06-07 15:38:58"",""code"":""garden, tools & hardware > tools > hand tools > industrial tweezers"",""parent_id"":""1029"",""logistic_class_code"":""SLW"",""parent_code"":""garden, tools & hardware > tools > hand tools"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""751"",""level2"":""985"",""level3"":""1029"",""level4"":""1044"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"1159","1104","Canned/Packaged Food","{""id"":""1159"",""ordinal"":""7"",""name"":""Canned/Packaged Food"",""display_name"":""Canned/Packaged Food"",""created_at"":""2017-03-22 15:00:45"",""updated_at"":""2023-06-07 15:38:58"",""code"":""groceries & liquor > canned/packaged food"",""parent_id"":""1104"",""logistic_class_code"":"""",""parent_code"":""groceries & liquor"",""level"":""2"",""leaf"":""false"",""expected_variant_count"":"""",""level1"":""1104"",""level2"":""1159"",""level3"":"""",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"1166","1159","Canned Soups","{""id"":""1166"",""ordinal"":""7"",""name"":""Canned Soups"",""display_name"":""Canned Soups"",""created_at"":""2017-03-22 15:00:45"",""updated_at"":""2023-06-07 15:38:58"",""code"":""groceries & liquor > canned/packaged food > canned soups"",""parent_id"":""1159"",""logistic_class_code"":""SLW"",""parent_code"":""groceries & liquor > canned/packaged food"",""level"":""3"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1104"",""level2"":""1159"",""level3"":""1166"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"1281","1279","For Him","{""id"":""1281"",""ordinal"":""2"",""name"":""For Him"",""display_name"":""For Him"",""created_at"":""2017-03-22 15:00:46"",""updated_at"":""2023-06-07 15:38:58"",""code"":""health & beauty > fragrances > for him"",""parent_id"":""1279"",""logistic_class_code"":""SLW"",""parent_code"":""health & beauty > fragrances"",""level"":""3"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1278"",""level2"":""1279"",""level3"":""1281"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"1360","1347","Tinted Moisturisers","{""id"":""1360"",""ordinal"":""13"",""name"":""Tinted Moisturisers"",""display_name"":""Tinted Moisturisers"",""created_at"":""2017-03-22 15:00:47"",""updated_at"":""2023-06-07 15:38:58"",""code"":""health & beauty > make up > complexion > tinted moisturisers"",""parent_id"":""1347"",""logistic_class_code"":""SLW"",""parent_code"":""health & beauty > make up > complexion"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1278"",""level2"":""1334"",""level3"":""1347"",""level4"":""1360"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"1475","1472","Hard Skin Removers","{""id"":""1475"",""ordinal"":""3"",""name"":""Hard Skin Removers"",""display_name"":""Hard Skin Removers"",""created_at"":""2017-03-22 15:00:47"",""updated_at"":""2023-06-07 15:38:58"",""code"":""health & beauty > personal care > footcare > hard skin removers"",""parent_id"":""1472"",""logistic_class_code"":"""",""parent_code"":""health & beauty > personal care > footcare"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1278"",""level2"":""1444"",""level3"":""1472"",""level4"":""1475"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"1531","1519","Hair, Skin & Nails","{""id"":""1531"",""ordinal"":""12"",""name"":""Hair, Skin & Nails"",""display_name"":""Hair, Skin & Nails"",""created_at"":""2017-03-22 15:00:48"",""updated_at"":""2023-06-07 15:38:58"",""code"":""health & beauty > vitamins & supplements > hair, skin & nails"",""parent_id"":""1519"",""logistic_class_code"":"""",""parent_code"":""health & beauty > vitamins & supplements"",""level"":""3"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1278"",""level2"":""1519"",""level3"":""1531"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"1542","1519","Weight Loss","{""id"":""1542"",""ordinal"":""19"",""name"":""Weight Loss"",""display_name"":""Weight Loss"",""created_at"":""2017-03-22 15:00:48"",""updated_at"":""2023-06-07 15:38:58"",""code"":""health & beauty > vitamins & supplements > weight loss"",""parent_id"":""1519"",""logistic_class_code"":"""",""parent_code"":""health & beauty > vitamins & supplements"",""level"":""3"",""leaf"":""false"",""expected_variant_count"":"""",""level1"":""1278"",""level2"":""1519"",""level3"":""1542"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"1585","1581","Pillow Protectors","{""id"":""1585"",""ordinal"":""4"",""name"":""Pillow Protectors"",""display_name"":""Pillow Protectors"",""created_at"":""2017-03-22 15:00:48"",""updated_at"":""2023-06-07 15:38:58"",""code"":""home & living > bedroom > bedding > pillow protectors"",""parent_id"":""1581"",""logistic_class_code"":"""",""parent_code"":""home & living > bedroom > bedding"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1549"",""level2"":""1580"",""level3"":""1581"",""level4"":""1585"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"1608","1605","Candles","{""id"":""1608"",""ordinal"":""3"",""name"":""Candles"",""display_name"":""Candles & Holders Candles"",""created_at"":""2017-03-22 15:00:48"",""updated_at"":""2023-06-07 15:38:58"",""code"":""home & living > home decor > candles & holders > candles"",""parent_id"":""1605"",""logistic_class_code"":"""",""parent_code"":""home & living > home decor > candles & holders"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1549"",""level2"":""1602"",""level3"":""1605"",""level4"":""1608"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"1636","1602","Photo Albums","{""id"":""1636"",""ordinal"":""15"",""name"":""Photo Albums"",""display_name"":""Photo Albums"",""created_at"":""2017-03-22 15:00:48"",""updated_at"":""2023-06-07 15:38:58"",""code"":""home & living > home decor > photo albums"",""parent_id"":""1602"",""logistic_class_code"":""SLW"",""parent_code"":""home & living > home decor"",""level"":""3"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1549"",""level2"":""1602"",""level3"":""1636"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"1666","1665","Bakeware","{""id"":""1666"",""ordinal"":""1"",""name"":""Bakeware"",""display_name"":""Bakeware"",""created_at"":""2017-03-22 15:00:48"",""updated_at"":""2023-06-07 15:38:58"",""code"":""home & living > kitchen & dining > bakeware"",""parent_id"":""1665"",""logistic_class_code"":"""",""parent_code"":""home & living > kitchen & dining"",""level"":""3"",""leaf"":""false"",""expected_variant_count"":"""",""level1"":""1549"",""level2"":""1665"",""level3"":""1666"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"1996","1993","Art Pads, Diaries & Folios","{""id"":""1996"",""ordinal"":""3"",""name"":""Art Pads, Diaries & Folios"",""display_name"":""Art Pads, Diaries & Folios"",""created_at"":""2017-03-22 15:00:50"",""updated_at"":""2023-06-07 15:38:58"",""code"":""home office & media > arts & crafts > drawing & painting > art pads, diaries & folios"",""parent_id"":""1993"",""logistic_class_code"":""SLW"",""parent_code"":""home office & media > arts & crafts > drawing & painting"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1980"",""level2"":""1981"",""level3"":""1993"",""level4"":""1996"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"2268","2267","Bags, Luggage & Travel","{""id"":""2268"",""ordinal"":""1"",""name"":""Bags, Luggage & Travel"",""display_name"":""Bags, Luggage & Travel"",""created_at"":""2017-03-22 15:00:52"",""updated_at"":""2023-06-07 15:38:59"",""code"":""jewellery & accessories > bags, luggage & travel"",""parent_id"":""2267"",""logistic_class_code"":"""",""parent_code"":""jewellery & accessories"",""level"":""2"",""leaf"":""false"",""expected_variant_count"":"""",""level1"":""2267"",""level2"":""2268"",""level3"":"""",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"2331","2330","Cardholders","{""id"":""2331"",""ordinal"":""1"",""name"":""Cardholders"",""display_name"":"""",""created_at"":""2017-03-22 15:00:53"",""updated_at"":""2023-06-07 15:38:59"",""code"":""jewellery & accessories > boys > accessories > wallets & cardholders > cardholders"",""parent_id"":""2330"",""logistic_class_code"":"""",""parent_code"":""jewellery & accessories > boys > accessories > wallets & cardholders"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2267"",""level2"":""2301"",""level3"":""2302"",""level4"":""2330"",""level5"":""2331"",""level6"":"""",""level7"":"""",""level8"":""""}"
"2434","2430","Tie Clips","{""id"":""2434"",""ordinal"":""4"",""name"":""Tie Clips"",""display_name"":"""",""created_at"":""2017-03-22 15:00:53"",""updated_at"":""2023-06-07 15:38:59"",""code"":""jewellery & accessories > men's > accessories > ties & pocket squares > tie clips"",""parent_id"":""2430"",""logistic_class_code"":""SLW"",""parent_code"":""jewellery & accessories > men's > accessories > ties & pocket squares"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2267"",""level2"":""2402"",""level3"":""2403"",""level4"":""2430"",""level5"":""2434"",""level6"":"""",""level7"":"""",""level8"":""""}"
"2549","2546","Flea & Tick Collars","{""id"":""2549"",""ordinal"":""3"",""name"":""Flea & Tick Collars"",""display_name"":""Cats Flea & Tick Collars"",""created_at"":""2017-03-22 15:00:54"",""updated_at"":""2023-06-07 15:38:59"",""code"":""pet supplies > cats > flea, tick & worming control > flea & tick collars"",""parent_id"":""2546"",""logistic_class_code"":""SLW"",""parent_code"":""pet supplies > cats > flea, tick & worming control"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2512"",""level2"":""2528"",""level3"":""2546"",""level4"":""2549"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
