"id","parent_id","name","data"
"229","216","Skirts","{""id"":""229"",""ordinal"":""13"",""name"":""Skirts"",""display_name"":"""",""created_at"":""2017-03-22 15:00:40"",""updated_at"":""2019-06-04 17:17:42"",""code"":""apparel & footwear > women's > apparel > skirts"",""parent_id"":""216"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > women's > apparel"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":""6"",""level1"":""1"",""level2"":""215"",""level3"":""216"",""level4"":""229"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"2364","2356","Wigs","{""id"":""2364"",""ordinal"":""8"",""name"":""Wigs"",""display_name"":"""",""created_at"":""2017-03-22 15:00:53"",""updated_at"":""2019-06-04 17:18:06"",""code"":""jewellery & accessories > girls > accessories > costume accessories > wigs"",""parent_id"":""2356"",""logistic_class_code"":""SLW"",""parent_code"":""jewellery & accessories > girls > accessories > costume accessories"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2267"",""level2"":""2353"",""level3"":""2354"",""level4"":""2356"",""level5"":""2364"",""level6"":"""",""level7"":"""",""level8"":""""}"
"2400","2393","Other","{""id"":""2400"",""ordinal"":""7"",""name"":""Other"",""display_name"":"""",""created_at"":""2017-03-22 15:00:53"",""updated_at"":""2019-06-04 17:18:06"",""code"":""jewellery & accessories > girls > jewellery > other"",""parent_id"":""2393"",""logistic_class_code"":""SLW"",""parent_code"":""jewellery & accessories > girls > jewellery"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2267"",""level2"":""2353"",""level3"":""2393"",""level4"":""2400"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"2426","2403","Keyrings & Keychains","{""id"":""2426"",""ordinal"":""10"",""name"":""Keyrings & Keychains"",""display_name"":"""",""created_at"":""2017-03-22 15:00:53"",""updated_at"":""2019-06-04 17:18:08"",""code"":""jewellery & accessories > men's > accessories > keyrings & keychains"",""parent_id"":""2403"",""logistic_class_code"":""SLW"",""parent_code"":""jewellery & accessories > men's > accessories"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2267"",""level2"":""2402"",""level3"":""2403"",""level4"":""2426"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"2480","2462","Gloves","{""id"":""2480"",""ordinal"":""5"",""name"":""Gloves"",""display_name"":"""",""created_at"":""2017-03-22 15:00:54"",""updated_at"":""2019-06-04 17:18:08"",""code"":""jewellery & accessories > women's > accessories > gloves"",""parent_id"":""2462"",""logistic_class_code"":"""",""parent_code"":""jewellery & accessories > women's > accessories"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":""4"",""level1"":""2267"",""level2"":""2461"",""level3"":""2462"",""level4"":""2480"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"3817","3774","Pants","{""id"":""3817"",""ordinal"":""5"",""name"":""Pants"",""display_name"":"""",""created_at"":""2017-10-19 15:07:04"",""updated_at"":""2019-06-04 17:18:28"",""code"":""sports & outdoors > apparel > womens > afl > pants"",""parent_id"":""3774"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > womens > afl"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""3769"",""level4"":""3774"",""level5"":""3817"",""level6"":"""",""level7"":"""",""level8"":""""}"
"3878","3782","T-shirts","{""id"":""3878"",""ordinal"":""9"",""name"":""T-shirts"",""display_name"":"""",""created_at"":""2017-10-19 16:09:29"",""updated_at"":""2019-06-04 17:18:29"",""code"":""sports & outdoors > apparel > womens > yoga > t-shirts"",""parent_id"":""3782"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > womens > yoga"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""3769"",""level4"":""3782"",""level5"":""3878"",""level6"":"""",""level7"":"""",""level8"":""""}"
"4209","4095","Pants","{""id"":""4209"",""ordinal"":""5"",""name"":""Pants"",""display_name"":"""",""created_at"":""2018-10-02 17:15:45"",""updated_at"":""2019-06-04 17:18:35"",""code"":""sports & outdoors > apparel > girls > golf > pants"",""parent_id"":""4095"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > girls > golf"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""4078"",""level4"":""4095"",""level5"":""4209"",""level6"":"""",""level7"":"""",""level8"":""""}"
"39","33","Pants","{""id"":""39"",""ordinal"":""6"",""name"":""Pants"",""display_name"":"""",""created_at"":""2017-03-22 15:00:39"",""updated_at"":""2019-06-04 17:17:40"",""code"":""apparel & footwear > boys > school uniforms > pants"",""parent_id"":""33"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > boys > school uniforms"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1"",""level2"":""2"",""level3"":""33"",""level4"":""39"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"149","142","Pants","{""id"":""149"",""ordinal"":""7"",""name"":""Pants"",""display_name"":"""",""created_at"":""2017-03-22 15:00:39"",""updated_at"":""2019-06-04 17:17:41"",""code"":""apparel & footwear > men's > apparel > pants"",""parent_id"":""142"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > men's > apparel"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":""5"",""level1"":""1"",""level2"":""141"",""level3"":""142"",""level4"":""149"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"158","155","Other","{""id"":""158"",""ordinal"":""3"",""name"":""Other"",""display_name"":"""",""created_at"":""2017-03-22 15:00:39"",""updated_at"":""2019-06-04 17:17:41"",""code"":""apparel & footwear > men's > compression apparel > other"",""parent_id"":""155"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > men's > compression apparel"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":""4"",""level1"":""1"",""level2"":""141"",""level3"":""155"",""level4"":""158"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"2383","2380","Other","{""id"":""2383"",""ordinal"":""3"",""name"":""Other"",""display_name"":"""",""created_at"":""2017-03-22 15:00:53"",""updated_at"":""2019-06-04 17:18:06"",""code"":""jewellery & accessories > girls > accessories > wallets > other"",""parent_id"":""2380"",""logistic_class_code"":""SLW"",""parent_code"":""jewellery & accessories > girls > accessories > wallets"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2267"",""level2"":""2353"",""level3"":""2354"",""level4"":""2380"",""level5"":""2383"",""level6"":"""",""level7"":"""",""level8"":""""}"
"2410","2405","Masks","{""id"":""2410"",""ordinal"":""5"",""name"":""Masks"",""display_name"":"""",""created_at"":""2017-03-22 15:00:53"",""updated_at"":""2019-06-04 17:18:08"",""code"":""jewellery & accessories > men's > accessories > costume accessories > masks"",""parent_id"":""2405"",""logistic_class_code"":""SLW"",""parent_code"":""jewellery & accessories > men's > accessories > costume accessories"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2267"",""level2"":""2402"",""level3"":""2403"",""level4"":""2405"",""level5"":""2410"",""level6"":"""",""level7"":"""",""level8"":""""}"
"2467","2464","Headwear","{""id"":""2467"",""ordinal"":""3"",""name"":""Headwear"",""display_name"":"""",""created_at"":""2017-03-22 15:00:54"",""updated_at"":""2019-06-04 17:18:08"",""code"":""jewellery & accessories > women's > accessories > costume accessories > headwear"",""parent_id"":""2464"",""logistic_class_code"":""SLW"",""parent_code"":""jewellery & accessories > women's > accessories > costume accessories"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2267"",""level2"":""2461"",""level3"":""2462"",""level4"":""2464"",""level5"":""2467"",""level6"":"""",""level7"":"""",""level8"":""""}"
"3791","3772","Basketball","{""id"":""3791"",""ordinal"":""1"",""name"":""Basketball"",""display_name"":"""",""created_at"":""2017-10-19 11:59:13"",""updated_at"":""2019-06-04 17:18:28"",""code"":""sports & outdoors > footwear > womens > basketball"",""parent_id"":""3772"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > footwear > womens"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3771"",""level3"":""3772"",""level4"":""3791"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"3798","3772","Golf","{""id"":""3798"",""ordinal"":""4"",""name"":""Golf"",""display_name"":"""",""created_at"":""2017-10-19 12:02:37"",""updated_at"":""2019-06-04 17:18:28"",""code"":""sports & outdoors > footwear > womens > golf"",""parent_id"":""3772"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > footwear > womens"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3771"",""level3"":""3772"",""level4"":""3798"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"4259","4099","Coats & Jackets","{""id"":""4259"",""ordinal"":""1"",""name"":""Coats & Jackets"",""display_name"":"""",""created_at"":""2018-10-02 17:23:51"",""updated_at"":""2019-06-04 17:18:35"",""code"":""sports & outdoors > apparel > girls > rugby > coats & jackets"",""parent_id"":""4099"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > girls > rugby"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""4078"",""level4"":""4099"",""level5"":""4259"",""level6"":"""",""level7"":"""",""level8"":""""}"
"4356","4351","Gloves","{""id"":""4356"",""ordinal"":""2"",""name"":""Gloves"",""display_name"":"""",""created_at"":""2018-11-14 13:20:00"",""updated_at"":""2019-06-04 17:18:35"",""code"":""sports & outdoors > apparel > mens > motorcycle > gloves"",""parent_id"":""4351"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > mens > motorcycle"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""3770"",""level4"":""4351"",""level5"":""4356"",""level6"":"""",""level7"":"""",""level8"":""""}"
"170","162","Slippers","{""id"":""170"",""ordinal"":""8"",""name"":""Slippers"",""display_name"":"""",""created_at"":""2017-03-22 15:00:39"",""updated_at"":""2019-06-04 17:17:41"",""code"":""apparel & footwear > men's > footwear > slippers"",""parent_id"":""162"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > men's > footwear"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":""7"",""level1"":""1"",""level2"":""141"",""level3"":""162"",""level4"":""170"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"2389","2385","Pocket Watches","{""id"":""2389"",""ordinal"":""4"",""name"":""Pocket Watches"",""display_name"":"""",""created_at"":""2017-03-22 15:00:53"",""updated_at"":""2019-06-04 17:18:06"",""code"":""jewellery & accessories > girls > accessories > watches > pocket watches"",""parent_id"":""2385"",""logistic_class_code"":""SLW"",""parent_code"":""jewellery & accessories > girls > accessories > watches"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2267"",""level2"":""2353"",""level3"":""2354"",""level4"":""2385"",""level5"":""2389"",""level6"":"""",""level7"":"""",""level8"":""""}"
"2490","2488","Coin Purses & Pouches","{""id"":""2490"",""ordinal"":""2"",""name"":""Coin Purses & Pouches"",""display_name"":"""",""created_at"":""2017-03-22 15:00:54"",""updated_at"":""2019-06-04 17:18:08"",""code"":""jewellery & accessories > women's > accessories > wallets & cardholders > coin purses & pouches"",""parent_id"":""2488"",""logistic_class_code"":""SLW"",""parent_code"":""jewellery & accessories > women's > accessories > wallets & cardholders"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2267"",""level2"":""2461"",""level3"":""2462"",""level4"":""2488"",""level5"":""2490"",""level6"":"""",""level7"":"""",""level8"":""""}"
"4352","4351","Boots","{""id"":""4352"",""ordinal"":""1"",""name"":""Boots"",""display_name"":"""",""created_at"":""2018-11-14 13:18:21"",""updated_at"":""2019-06-04 17:18:35"",""code"":""sports & outdoors > apparel > mens > motorcycle > boots"",""parent_id"":""4351"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > mens > motorcycle"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""3770"",""level4"":""4351"",""level5"":""4352"",""level6"":"""",""level7"":"""",""level8"":""""}"
"104","66","Other","{""id"":""104"",""ordinal"":""4"",""name"":""Other"",""display_name"":"""",""created_at"":""2017-03-22 15:00:39"",""updated_at"":""2019-06-04 17:17:41"",""code"":""apparel & footwear > girls > other"",""parent_id"":""66"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > girls"",""level"":""3"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1"",""level2"":""66"",""level3"":""104"",""level4"":"""",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"111","105","Other","{""id"":""111"",""ordinal"":""6"",""name"":""Other"",""display_name"":"""",""created_at"":""2017-03-22 15:00:39"",""updated_at"":""2019-06-04 17:17:41"",""code"":""apparel & footwear > girls > school uniforms > other"",""parent_id"":""105"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > girls > school uniforms"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1"",""level2"":""66"",""level3"":""105"",""level4"":""111"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"118","105","Vests","{""id"":""118"",""ordinal"":""13"",""name"":""Vests"",""display_name"":"""",""created_at"":""2017-03-22 15:00:39"",""updated_at"":""2019-06-04 17:17:41"",""code"":""apparel & footwear > girls > school uniforms > vests"",""parent_id"":""105"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > girls > school uniforms"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1"",""level2"":""66"",""level3"":""105"",""level4"":""118"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"223","216","Leggings","{""id"":""223"",""ordinal"":""7"",""name"":""Leggings"",""display_name"":"""",""created_at"":""2017-03-22 15:00:40"",""updated_at"":""2019-06-04 17:17:42"",""code"":""apparel & footwear > women's > apparel > leggings"",""parent_id"":""216"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > women's > apparel"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":""5"",""level1"":""1"",""level2"":""215"",""level3"":""216"",""level4"":""223"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"262","254","Robes","{""id"":""262"",""ordinal"":""8"",""name"":""Robes"",""display_name"":"""",""created_at"":""2017-03-22 15:00:40"",""updated_at"":""2019-06-04 17:17:42"",""code"":""apparel & footwear > women's > lingerie, sleepwear & loungewear > robes"",""parent_id"":""254"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > women's > lingerie, sleepwear & loungewear"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":""4"",""level1"":""1"",""level2"":""215"",""level3"":""254"",""level4"":""262"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"3824","3775","Pants","{""id"":""3824"",""ordinal"":""4"",""name"":""Pants"",""display_name"":"""",""created_at"":""2017-10-19 15:08:51"",""updated_at"":""2019-06-04 17:18:28"",""code"":""sports & outdoors > apparel > womens > cricket > pants"",""parent_id"":""3775"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > womens > cricket"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""3769"",""level4"":""3775"",""level5"":""3824"",""level6"":"""",""level7"":"""",""level8"":""""}"
"3852","3778","T-shirts","{""id"":""3852"",""ordinal"":""8"",""name"":""T-shirts"",""display_name"":"""",""created_at"":""2017-10-19 15:53:24"",""updated_at"":""2019-06-04 17:18:29"",""code"":""sports & outdoors > apparel > womens > rugby > t-shirts"",""parent_id"":""3778"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > womens > rugby"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""3769"",""level4"":""3778"",""level5"":""3852"",""level6"":"""",""level7"":"""",""level8"":""""}"
"4026","4019","Shorts","{""id"":""4026"",""ordinal"":""7"",""name"":""Shorts"",""display_name"":"""",""created_at"":""2017-12-06 17:22:11"",""updated_at"":""2019-06-04 17:18:31"",""code"":""apparel & footwear > women's > specialty apparel > plus size clothing > shorts"",""parent_id"":""4019"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > women's > specialty apparel > plus size clothing"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1"",""level2"":""215"",""level3"":""264"",""level4"":""4019"",""level5"":""4026"",""level6"":"""",""level7"":"""",""level8"":""""}"
"4303","4302","Tops","{""id"":""4303"",""ordinal"":""1"",""name"":""Tops"",""display_name"":"""",""created_at"":""2018-10-02 17:46:24"",""updated_at"":""2019-06-04 17:18:35"",""code"":""sports & outdoors > apparel > girls > dancewear > tops"",""parent_id"":""4302"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > girls > dancewear"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":""4"",""level1"":""2741"",""level2"":""3768"",""level3"":""4078"",""level4"":""4302"",""level5"":""4303"",""level6"":"""",""level7"":"""",""level8"":""""}"
"4440","4437","Watch Bands & Straps","{""id"":""4440"",""ordinal"":""3"",""name"":""Watch Bands & Straps"",""display_name"":"""",""created_at"":""2019-05-07 11:07:25"",""updated_at"":""2019-06-04 17:18:37"",""code"":""jewellery & accessories > unisex > adult > accessories > watches > watch bands & straps"",""parent_id"":""4437"",""logistic_class_code"":""SLW"",""parent_code"":""jewellery & accessories > unisex > adult > accessories > watches"",""level"":""6"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2267"",""level2"":""4422"",""level3"":""4423"",""level4"":""4430"",""level5"":""4437"",""level6"":""4440"",""level7"":"""",""level8"":""""}"
"143","142","Coats & Jackets","{""id"":""143"",""ordinal"":""1"",""name"":""Coats & Jackets"",""display_name"":"""",""created_at"":""2017-03-22 15:00:39"",""updated_at"":""2019-06-04 17:17:41"",""code"":""apparel & footwear > men's > apparel > coats & jackets"",""parent_id"":""142"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > men's > apparel"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":""5"",""level1"":""1"",""level2"":""141"",""level3"":""142"",""level4"":""143"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"196","192","Thermals","{""id"":""196"",""ordinal"":""4"",""name"":""Thermals"",""display_name"":"""",""created_at"":""2017-03-22 15:00:40"",""updated_at"":""2019-06-04 17:17:41"",""code"":""apparel & footwear > men's > underwear > thermals"",""parent_id"":""192"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > men's > underwear"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":""5"",""level1"":""1"",""level2"":""141"",""level3"":""192"",""level4"":""196"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"2396","2393","Brooches & Pins","{""id"":""2396"",""ordinal"":""3"",""name"":""Brooches & Pins"",""display_name"":"""",""created_at"":""2017-03-22 15:00:53"",""updated_at"":""2019-06-04 17:18:06"",""code"":""jewellery & accessories > girls > jewellery > brooches & pins"",""parent_id"":""2393"",""logistic_class_code"":"""",""parent_code"":""jewellery & accessories > girls > jewellery"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2267"",""level2"":""2353"",""level3"":""2393"",""level4"":""2396"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"2484","2462","Other","{""id"":""2484"",""ordinal"":""9"",""name"":""Other"",""display_name"":"""",""created_at"":""2017-03-22 15:00:54"",""updated_at"":""2019-06-04 17:18:08"",""code"":""jewellery & accessories > women's > accessories > other"",""parent_id"":""2462"",""logistic_class_code"":""SLW"",""parent_code"":""jewellery & accessories > women's > accessories"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2267"",""level2"":""2461"",""level3"":""2462"",""level4"":""2484"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"3823","3775","Long Sleeve Tops","{""id"":""3823"",""ordinal"":""3"",""name"":""Long Sleeve Tops"",""display_name"":"""",""created_at"":""2017-10-19 15:08:32"",""updated_at"":""2019-06-04 17:18:28"",""code"":""sports & outdoors > apparel > womens > cricket > long sleeve tops"",""parent_id"":""3775"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > womens > cricket"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""3769"",""level4"":""3775"",""level5"":""3823"",""level6"":"""",""level7"":"""",""level8"":""""}"
"3919","3788","Tanks/Tops","{""id"":""3919"",""ordinal"":""6"",""name"":""Tanks/Tops"",""display_name"":"""",""created_at"":""2017-10-19 17:00:40"",""updated_at"":""2019-06-04 17:18:29"",""code"":""sports & outdoors > apparel > mens > soccer > tanks/tops"",""parent_id"":""3788"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > mens > soccer"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""3770"",""level4"":""3788"",""level5"":""3919"",""level6"":"""",""level7"":"""",""level8"":""""}"
"4144","4082","T-shirts","{""id"":""4144"",""ordinal"":""7"",""name"":""T-shirts"",""display_name"":"""",""created_at"":""2018-10-02 17:02:56"",""updated_at"":""2019-06-04 17:18:33"",""code"":""sports & outdoors > apparel > boys > cycling > t-shirts"",""parent_id"":""4082"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > boys > cycling"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""4077"",""level4"":""4082"",""level5"":""4144"",""level6"":"""",""level7"":"""",""level8"":""""}"
"4156","4092","Long Sleeve Tops","{""id"":""4156"",""ordinal"":""3"",""name"":""Long Sleeve Tops"",""display_name"":"""",""created_at"":""2018-10-02 17:06:05"",""updated_at"":""2019-06-04 17:18:35"",""code"":""sports & outdoors > apparel > girls > cricket > long sleeve tops"",""parent_id"":""4092"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > girls > cricket"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""4078"",""level4"":""4092"",""level5"":""4156"",""level6"":"""",""level7"":"""",""level8"":""""}"
"4453","4442","Flats","{""id"":""4453"",""ordinal"":""2"",""name"":""Flats"",""display_name"":"""",""created_at"":""2019-05-07 11:25:17"",""updated_at"":""2019-06-04 17:18:37"",""code"":""apparel & footwear > unisex > kids > footwear > flats"",""parent_id"":""4442"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > unisex > kids > footwear"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""1"",""level2"":""4393"",""level3"":""4396"",""level4"":""4442"",""level5"":""4453"",""level6"":"""",""level7"":"""",""level8"":""""}"
"195","192","Other","{""id"":""195"",""ordinal"":""3"",""name"":""Other"",""display_name"":"""",""created_at"":""2017-03-22 15:00:40"",""updated_at"":""2019-06-04 17:17:41"",""code"":""apparel & footwear > men's > underwear > other"",""parent_id"":""192"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > men's > underwear"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":""4"",""level1"":""1"",""level2"":""141"",""level3"":""192"",""level4"":""195"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"2303","2302","Belts","{""id"":""2303"",""ordinal"":""1"",""name"":""Belts"",""display_name"":"""",""created_at"":""2017-03-22 15:00:52"",""updated_at"":""2019-06-04 17:18:05"",""code"":""jewellery & accessories > boys > accessories > belts"",""parent_id"":""2302"",""logistic_class_code"":""SLW"",""parent_code"":""jewellery & accessories > boys > accessories"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2267"",""level2"":""2301"",""level3"":""2302"",""level4"":""2303"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"2409","2405","Jewellery","{""id"":""2409"",""ordinal"":""4"",""name"":""Jewellery"",""display_name"":"""",""created_at"":""2017-03-22 15:00:53"",""updated_at"":""2019-06-04 17:18:08"",""code"":""jewellery & accessories > men's > accessories > costume accessories > jewellery"",""parent_id"":""2405"",""logistic_class_code"":""SLW"",""parent_code"":""jewellery & accessories > men's > accessories > costume accessories"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2267"",""level2"":""2402"",""level3"":""2403"",""level4"":""2405"",""level5"":""2409"",""level6"":"""",""level7"":"""",""level8"":""""}"
"2471","2464","Props","{""id"":""2471"",""ordinal"":""7"",""name"":""Props"",""display_name"":"""",""created_at"":""2017-03-22 15:00:54"",""updated_at"":""2019-06-04 17:18:08"",""code"":""jewellery & accessories > women's > accessories > costume accessories > props"",""parent_id"":""2464"",""logistic_class_code"":""SLW"",""parent_code"":""jewellery & accessories > women's > accessories > costume accessories"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2267"",""level2"":""2461"",""level3"":""2462"",""level4"":""2464"",""level5"":""2471"",""level6"":"""",""level7"":"""",""level8"":""""}"
"2504","2502","Body Jewellery","{""id"":""2504"",""ordinal"":""2"",""name"":""Body Jewellery"",""display_name"":"""",""created_at"":""2017-03-22 15:00:54"",""updated_at"":""2019-06-04 17:18:08"",""code"":""jewellery & accessories > women's > jewellery > body jewellery"",""parent_id"":""2502"",""logistic_class_code"":""SLW"",""parent_code"":""jewellery & accessories > women's > jewellery"",""level"":""4"",""leaf"":""true"",""expected_variant_count"":""2"",""level1"":""2267"",""level2"":""2461"",""level3"":""2502"",""level4"":""2504"",""level5"":"""",""level6"":"""",""level7"":"""",""level8"":""""}"
"3889","3784","Pants","{""id"":""3889"",""ordinal"":""4"",""name"":""Pants"",""display_name"":"""",""created_at"":""2017-10-19 16:18:40"",""updated_at"":""2019-06-04 17:18:29"",""code"":""sports & outdoors > apparel > mens > cricket > pants"",""parent_id"":""3784"",""logistic_class_code"":""SLW"",""parent_code"":""sports & outdoors > apparel > mens > cricket"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":"""",""level1"":""2741"",""level2"":""3768"",""level3"":""3770"",""level4"":""3784"",""level5"":""3889"",""level6"":"""",""level7"":"""",""level8"":""""}"
"4025","4019","Pants","{""id"":""4025"",""ordinal"":""6"",""name"":""Pants"",""display_name"":"""",""created_at"":""2017-12-06 17:22:06"",""updated_at"":""2019-06-04 17:18:31"",""code"":""apparel & footwear > women's > specialty apparel > plus size clothing > pants"",""parent_id"":""4019"",""logistic_class_code"":""SLW"",""parent_code"":""apparel & footwear > women's > specialty apparel > plus size clothing"",""level"":""5"",""leaf"":""true"",""expected_variant_count"":""2"",""level1"":""1"",""level2"":""215"",""level3"":""264"",""level4"":""4019"",""level5"":""4025"",""level6"":"""",""level7"":"""",""level8"":""""}"
